content,score,label_sentiment
"Saya heran knp hanya bjb yg terlalu sering diminta ganti PIN & password. Anehnya harus tetap diganti, sehingga pengguna mau ga mau harus ganti. Saat login baik pakai aplikasi maupun web browser, tiba2 sering dianggap username/password salah sehingga diblokir & harus menghubungi call center padahal username & password tdk pernah berubah. Semua itu menguras pulsa. Kalau mau, pengguna kasih pilihan apakah mau diganti PIN & passwordnya atau tidak, lah yg terjadi semuanya dipaksa harus diganti.",1,Negative
Saya ingin menyampaikan keluhan mengenai pelayanan bank BJB. Pada tanggal 30 November 2021 ATM yang ada di dalam komplek Pemda Kab Bandung mengalami error. Dan ATM suami saya tertelan. Saldo langsung terpotong 1 juta padahal transaksi gagal. Sudah meminta untuk blokir dan pengurusan pengembalian dana. Tapi Sudah 1 bulan lebih masih belum kembali juga. Sebagai pelanggan BJB saya sangat kecewa dan tidak percaya dengan pelayanan BJB. Sangat slow respon dan proses berbelit,1,Negative
Tdk bs cek saldo dan transfer. Sms tdk ada respon dari 3373,1,Negative
Kenapa aplikasinya minta berkali kali ganti pin? Ketika mau ganti pin kode otp nya ga masuk2 alhasil ga bisa login sama sekali. Tolong di perbaiki,1,Negative
"Aplikasi menyarankan untuk mengganti password, tapi ketika konfirmasi OTP kode tidak dikirimkan ke nomor saya",2,Negative
Useless,1,Negative
Pembelian token listrik kok jd di hilangkan 🙏🙏🙏 sangat perlu sekali dlm keadaan darurat contohnya tengah malam kehabisan token listrik,5,Positive
"Aplikasi ngga banget,ga niat yg bikin aplikasi,suruh ganti pin,kode otp ga dkirim-kirim.....bad aplikasi mobile banking....",1,Negative
Kenapa fitur beli token PLN-nya hilang lagi ya?,3,Neutral
abis update malah gabisa dipake,1,Negative
"Masih perlu banyak perbaikan, banyak fitur di aplikasi yang masih tidak berfungsi.",3,Neutral
"Update yg sekarang terlalu berat dan sering kesalahan, padahal sinyal saya sangat baik",1,Negative
"Keamanan tidak terjamin, data bocor ke org yg tidak bertanggung jawab, tiap hari ada sms kode otp, padahal tidak melakukan apa"", selalu d tlpn org yg mengatas namakan bjb",1,Negative
fix dong aplikasinya verifikasi OTP aja susah banget.. ga dapet sms terus,1,Negative
"Tanpa buka aplikasi, tengah malam dapat sms otp dari 3374. Kok agak agak sedap ya keamanannya",1,Negative
Eror terus,1,Negative
suck apps,1,Negative
Oke good,5,Positive
m-pin disuruh ganti tapi ga dikasih otp nyusahin,1,Negative
"So bad. Ga bisa dibuka, pas coba kirim kode OTP selalu gagal dan setelah itu ada penipu yg ngehubungi via WA 👎",1,Negative
"Slow, can't even login when i need it",1,Negative
"Setelah di update, gak bisa buka apa apa, langsung ke close terus. Gimana nih?",3,Neutral
Lebih bagus dr apk sebelumnya Lebih user friendly,5,Positive
SMS untuk kode OTP gak masuk2,2,Negative
"Banyak komentar dengan keluhan yang sama, dan akhirnya terjadi juga dengan no saya. Dipaksa ganti M-PIN, dan ketika diganti, malah g bisa masuk dengan M-PIN baru. Uninstall, reinstall, diminta memasukan no HP untuk mendapatkan OTP. Anehnya berkali-kali tidak pernah terkirim. Minta re-send tidak bisa. Bagaimana ini?",1,Negative
Dipaksa ganti pin tapi suru ngetik otp yg ga pernah dikirim. Hasilnya app gak bisa dipake. Sampah,1,Negative
"Keep asking for new pin, padahal otp ga masuk""",1,Negative
"App bad, I open my acount but always close, I must to call center for open block my number,",1,Negative
"Diperbaiki lg dong server nya, sering tiba2 gabisa login/transaksi",3,Neutral
Lelet,1,Negative
Abis d update malah susah connect,1,Negative
Lama sekali proses login,1,Negative
Ga bisa diakses!,1,Negative
"Hadeh, hari hari gangguan",1,Negative
"Gangguan terus, 01 Desember 2021 Gak bisa cek saldo, transfer dll",2,Negative
"Harap diperbaiki segera, karna loading lama & sering gagal utk buka menu & transaksi, pdhal sdh update apk, restart hp, & status sinyal baik.",2,Negative
Selalu gagal terhubung ke server,1,Negative
Ga guna ya Allah padahal lbh bagus sblmnya🤬🤬🤬,1,Negative
"Aplikasi lemot, berulang kali nyoba cek saldo gagal terus padahal sinyalnya kuat.",1,Negative
Keseringan gangguan aplikasinya.,3,Neutral
Can't do anything after update on Dec 1 2021.,1,Negative
Dari pagi gangguan error tdk bisa cek saldo dan transfer. Awal bulan sih ya,3,Neutral
Aplikasinya sangat lamban dan rentan error. Mohon ditingkatkan lagi,1,Negative
Tiap tanggal 1 pasti aja gangguan terus,2,Negative
"Ini aplikasi mobile banking paling lemot Susah login, kalo gagal login nunggu 15 menit buat login lagi tapi kemudian gagal login lagi cape, IT nya dong yg bener BJB gimana sih",2,Negative
"Ini setelah update ko semakin lemot yaaa, saya cek saldo tidak muncul loading lama, saya mau transfer tapi malah keluar sndiri terus. . Mohon untuk di tindak lanjuti yg maintenance aplikasi ini.",2,Negative
"If it ain't broke, don't fix it",1,Negative
"Desain interface oke, tapi jaringan lemot mau pake data, modem ataupun wifi sama aja muter. Terlalu sering ganti password. Bikin lupa, ujung ujungnya ke blokir.",1,Negative
"Semenjak update ga bisa masuk ke informasi saldo. Udah pake wifi, data, tetep ga bisa. Padahal mau isi ulang E-Wallet",2,Negative
"Sejak di update aplikasi terasa sangat lamban, untuk sekedar cek saldo saja sampai tidak muncul. Padahal intenet tidak bermasalah",1,Negative
"Update terbaru membuat apps load semakin berat, mengecek saldo gagal terus.",3,Neutral
Tiap transaksi meminta token yg mana kena charge pulsa sms. Klo gada pulsa ga bs transaksi. Ribet dah! Ga bisa gitu kek aplikasi tetangga sebelah? 👎,1,Negative
"Saya punya 2 rekening. Setelah update, pas mau transfer, kenapa tidak ada pilihan rekening yang akan dipakai?",3,Neutral
Efficiently,4,Positive
"Secara fitur jadi lengkap, tp secara tampilan kayanya kurang elegan, terlalu besar2, ga enak dimata, lebih simple tampilan sebelumnya deh, enak dimata",5,Positive
Makin bersaing dengan Bank Nasional 👍,5,Positive
Masi ada data transaksi di rek koran yg gk masuk.. mohon dioptimalkan,5,Positive
"Disuruh ganti kode pin, OTP ga muncul sama sekali... Menyusahkan!!",1,Negative
"Ini gmna sih updateannya. Stelah update kok susah topup gopay ,di keterangannya signal error . Padahal signal di indikator home digi bagus",3,Neutral
Great app with complete & enjoyable features.,5,Positive
Error melulu ya ...rumit,1,Negative
Cashless banget pake bjb Digi,5,Positive
"Setelah update lagi, baru aplikasi bisa dibuka",5,Positive
Mudah mudahan bisa di tambah fitur top up ecommerce nya ada dana dan shoppepay supaya lebih mudah aamiin hehe,4,Positive
Terima kasih,5,Positive
Ok,5,Positive
"BJB status blocked, harus datang ke CS....WHATSSSSSS..2021 dimana serba online, masih ada manuaL aja.....ehmmmmm",1,Negative
Setelah diupdate tampilannya makin fresh,4,Positive
"diupdate appsnya, pas buka malah force closed terus. boro2 bsa liat tampilan loginnya",3,Neutral
"Kereen.. bisa tarik tunai tanpa kartu, fitur² nya juga sekarang gak ribet, tinggal klik.. Aplikasi lebih ringan, dan cepat terbuka",5,Positive
Setelah update ke versi 4.4 tidak bisa digunakan,1,Negative
Pas diupdate aplikasinya malah ga jalan min..mohon segera diperbaiki min..,5,Positive
Setelah update jadi ga bisa masuk katanya mempermudah ko jadi sulit sihh,1,Negative
"Knp ya ko setelah di install susah dibuka...jd saya terhambat dalam transaksi Harus bagaimana ya , mohon pencerahan. Aplikasi digi di hp saya tdk bisa di open....",5,Positive
Easy to use app. Very helpful,5,Positive
Otomatis keupdate eh malah ga bisa dibuka.,1,Negative
Setelah update malah gk bisa dipake,1,Negative
"baru update apk nya malah gbsa dibuka, k close trs",1,Negative
ok,5,Positive
"Yes, udah bisa cardless tarik & setor di atm Terbaik",5,Positive
Setelah update ga bisa dibuka aplikasinya,1,Negative
"Beberapa kali gagal masuk krn harus ganti kode akses, tanpa diminta, hal itu sangat menyulitkan,karena harus menghapal kode baru lagi, kasian ibu sy yg sudah tua jd susah akses aplikasi ini",1,Negative
"setelah selesai transfer dan login masuk, lalu login ulang kenapa tidak bisa masuk lagi ya? ada keterangan session telah berakhir? apakah harus update ulang sedangkan di playstore blm ada update terbaru atau harus di uninstall dulu ya?",2,Negative
"Setelah update, malah jadi error terus. Selalu minta cek koneksi, padahal internet nyala. Udah gnti jaringan tetep aja.udah gitu lemot lagi",2,Negative
Apakah sedang maintenance? Daritadi saya mau buka error terus,4,Positive
Susah dibuka,1,Negative
"Terlalu sering harus ganti mpin. Saya yg selalu pake fingerprint jadi lupa terus. Karna pass nya beda beda terus bukan yg saya ingat. Sedangkan kalau dicatat takut terlihat yg lain, lebih membahayakan.",1,Negative
Kereen,5,Positive
"Very Easy to use, and Now I can pay PLN from bjb digi❤️❤️",5,Positive
Manteuuup,5,Positive
👍,5,Positive
mantap surantap,5,Positive
"Iyaa makasih banyak loh disuruh buat ganti m-pin, tapi tolong dong otp nya jangan lama lamaa... Jaringan saya bagus bagus ajaa loh, kenapasiiiiii",2,Negative
"Nice app, easy use",5,Positive
"Bikin ketentuan di aplikasi, ganti pin sering dan jadi kewajiban, tetapi ketika diproses, otp sulit masuk smsnya , sekalinya ada yg masuk, selalu ditolak alasan server tidak tersambung, padahal mobile data lancar, wifi juga lancar.. ini mah bikin aplikasi bukan mempermudah, malah jadi mempersulit",1,Negative
"Aplikasi user frendly, terus mendunia digital bjb!!!",5,Positive
Bagus dan simple,5,Positive
"tolong tambahkan fitur isi shopee pay nya dong, nnti jd bintang 5, tks",4,Positive
Complicated to operate and it's getting worse,1,Negative
Error tdk bisa login,1,Negative
"Ribet, harus ganti pin berkala dan sedia pulsa utk terima sms. Developernya harusnya bisa bikin se simpel M BCA. Miliki lah pedoman bekerja ""Amati, tiru, modifikasi"".",1,Negative
Setelah udpate appsnya error. Hanya sampai splash screen,1,Negative
Bagus pisan,5,Positive
Naiseeeeeeee,5,Positive
"Bjb net banking, 1. Lama loading nya 🥱 2. Not easy (manual) tdk seperti bank lain yg bisa pakai sidik jari. 3. Mutasi nya suka error, sering ada transaksi yg ga masuk list, so neraca nya ga balance.",3,Neutral
"stlh update jd gbs masuk, loading terus",1,Negative
"Selalu bermasalah disaat login, selalu minta masukan kode OTP, tapi setelah masukin kode OTP tidak terjadi apa2",1,Negative
Belum bisa buat bayar-bayar olshop,3,Neutral
"Terlalu sering minta ganti password, boros pulsa gw",1,Negative
"Srtelah di update jadi gak bisa akses,, mana lama muter2,,, lebih baik yg versi sebelumnya.. Gimana ya supaya bisa di akses lg?",5,Positive
"JANGAN MINTA RAHASIAKAN NOMOR M PIN SAYA , KALO KALIAN MINTA BUAT UPDATE M PIN SAYA SECARA BERKALA. KARENA SAYA UDAH BIKIN M PIN YG SUSAH DAN RAHASIA. JANGAN MINTA UBAH M PIN DONG KALO RIBET PROSESNYA. TOLONG PERBAIKI , BALAS KOMENAN SAYA.",1,Negative
"Kode otp lama banget, malah ga nerima²",3,Neutral
"Overall bagus, tapi sayang. Kode OTP untuk ubah pin masih pake sms berbayar ke 3373, jadul kali broo macam tahun 2000 an, Ketik REG spasi CINTA kirim ke 0000. Lagipula hari gini tahun 2021, masih aja pake sms/pulsa. Kan ada komunikasi by data internet WA/email/telegram dll. Elon Musk pasti sedih kalo tau bro..",2,Negative
Easy to use. Simple interface.,5,Positive
very good,5,Positive
not good at all,1,Negative
nunggu shopepay e money bisa ngisi di bjb,5,Positive
"makin hari kok makin sering error yak, sms notif juga gk berfungsi",5,Positive
Good for my money,5,Positive
Nice,5,Positive
"Suruh ganti password tapi, OTP-nya gak dikasih...",1,Negative
Terlalu sering suruh ganti pin.. jadi kdg lupa.. akun ke blok.. konfirmasi pakai sms saja sudah cukup aman.. cukup nyusahin gak user friendly.. bank2 yang lain gak seperti ini.. gak tiap org bisa ingat pin yg dipakai.. klo harus ganti2 pin terus...,1,Negative
Ok,4,Positive
Excellent,5,Positive
"Seminggubini ga bisa akses fitur bjb digi karena minta ganti pin.. Saya coba ganti pin, lalu menunggu kode OTP.. Dan kode OTP nya tidak kunjung tiba... Coba ke CS bilangnya ada gangguan.. Suruh nunggu atau ganti nomer nya jadi nomer Telk**el... Ada solusi????",3,Neutral
Trouble saat buka mutasi rekening....mohon diperbaiki...,3,Neutral
Easy to use dan configurate,5,Positive
kereeennn,5,Positive
Sdh disuruh ganti pin. Tapi kode otp gak dikirim terus.,2,Negative
💞🇦🇪👍🏼,5,Positive
Ok,5,Positive
Bagus,5,Positive
Helpful enough!,5,Positive
"Buruk sangat buruk, saya sudah pakai berbagai mbanking dan BJB paling buruk dan ribet. Pertama, saldo kepotong tiba-tiba tanpa pengetahuan lebih dlu, kedua ga bisa SS Saldo, ketiga Mutasi rekening sering error. Sisanya silakan baca komen yg kasih rating rendah. Jujur aja kalo bukan karena diminta buka rekening BJB dari kerjaan, ga bakal mau deh pake ini. Buruk buruk buruk, memalukan.",1,Negative
Very useful,5,Positive
Nice,3,Neutral
Good,5,Positive
Tak bisa dibuka setelah update. Device terdeteksi root. Padahal tidak pernah diapa apakan.,2,Negative
"Ini kenapa yah bjb digi jadi white screen dan gak bisa dibuka biarpun sudah di instal ulang, mohon untuk tindak lanjutnya",3,Neutral
"Saya diminta untuk melakukan perubahan pin, setelah memasukan pin baru, diminta kode OTP, tp tidak ada kode OTP yg masuk ke email ataupun SMS. Skrg aplikasi tidak saya akses. Sangat mengganggu.",1,Negative
"Aplikasi simple, membantu nasabah dan sangat mudah dipakai. Tapi biaya yang harus dikeluarkan hanya sekedat biaya administrasi dan kartu atm silver hampir 17 ribu sebulan INI SANGAT MERUGIKAN NASABAH. Ini terlalu mahal disaat bank lain hanya MEMOTONG 7 RIBU saja untuk administrasi dan biaya kartu ATM",1,Negative
"Setelah update, aplikasi berjalan dengan baik dan penggunaannya mudah. Tolong perbaikki modul redeem nya.",5,Positive
The best,5,Positive
Mantap,5,Positive
Lumayan membantu walaupun untuk pengisian token listrik blm ada,5,Positive
"payah,,ga bisa dipake..",1,Negative
Usefull app..... tambahkan lagi fitur2 multipayment nya.....,5,Positive
Bagus..mudah... simple,5,Positive
Good experience,5,Positive
Aplikasinya mudah,5,Positive
Tiba tiba session habis.. harus reset dan perlu ke kantor terdekat.. repot,3,Neutral
Fitur yg Sangat baik utk transaksi keuangan online,5,Positive
Easy to use,5,Positive
Sangat memudahkan aktivitas transaksi,5,Positive
Kenapa tiba2 tidak bisa login. Disuruh masukkan OTP tapi smsnya ga masuk2...,1,Negative
Very simple and nice,5,Positive
Oke,5,Positive
"gak beres ini aplikasi nya. saya disuruh ganti pin tapi kode otp tidak di kirim"". dan ahirnya saya stuck gak bisa tranksaksi lewat mbangking saya. tolong di benahi. karna di jaman covid seperti skrg apa"" serba online.",1,Negative
Soft token tidak diterima setiap melakukan transaksi,2,Negative
jadi lemot,1,Negative
"Setelah update, selalu eror saat akan transfer antar bank melalui bjb sms. Harap segera diperbaiki.",3,Neutral
Good,5,Positive
Good,5,Positive
Sangat membantu transaksi hemat waktu n tenaga...,5,Positive
Amazing Aplication,5,Positive
Nice,5,Positive
Good,5,Positive
Exellen app go go bjb,5,Positive
keren... mantep banget... fiturnyaa okee,5,Positive
"Parah, urus blokir bjb digi sampai 2 hari, masih belum beres juga. Rugi waktu, biaya dan tenaga. Buat aplikasi yang lebih mudah untuk buka blokir bjb digi, jangan hanya mengandalkan sms banking tapi gunakan email.",1,Negative
Easy going,5,Positive
Mantap,5,Positive
"Abis update aplikasi, muncul perintah akses ke kontak, galeri, lokasi. Buat apa cobaaa?? Aku deny eh malah ga kebuka2 appnya. Kemudian nyoba remove dan reinstall kembali. Tp kali ini aku accept semua tuh izin akses kontak, lokasi, foto dsb. Eehh malah bisa running. Buat apa sih akses ke data pribadi hp pelanggan?? Gaada privasinya deh",3,Neutral
Easy to use,5,Positive
mantap,5,Positive
Sangat Memudahkn Urusssn,5,Positive
Kenapa jadi susah sih buka aplikasi aja gak bisa.... Terus mau bayar' juga susah....,1,Negative
👍👍👍,5,Positive
Since yesterday i couldt open the app. It took really long.,2,Negative
Tdk bisa akses mobile banking,2,Negative
Kok udah 2 minggu ini ga bisa dibuka ya? Masuk ke halaman log in pun tidak..,3,Neutral
belum bisa untuk payment shopeepay & flip,4,Positive
Sudah berhari2 mau transfer keluar antar bank ngga bisa..mohon diperbaiki segera..baru saya kasih bintang 5,1,Negative
Nyaman dan enak salah satu Mobile Banking Apps terbaik,5,Positive
Nyusahin. Sering disuruh ganti pin. Bikin lupa dan keblokir,1,Negative
"Untuk masuk, aplikasi minta akses ke kontak, what for ? Sebelumnya sdh bagus",1,Negative
Bermanfaat pisan..,5,Positive
Mantul...,5,Positive
Keren,5,Positive
Helpful,5,Positive
Mantaaaapp....transaksi jd mudah lebih canggih dr mbanking bank lain...👍👍,5,Positive
Aplikasi keren,5,Positive
"Udah berkali2 coba masukin OTP error terus ngabis2in pulsa aja, biaya adm naik tapi request OTP aja mesti pake pulsa",1,Negative
"Nice and Simple, tapi kok tiba² suruh ganti pin ya? Giliran udah diisi kode otp ga nyampe², udah 2 hari nyoba gaada terus, itu kenapa ya?",5,Positive
"Fungsinya semua normal, kecuali bukti yg disimpan malah cuma kosongan doang gada nominal gada nama gada norek. Kosong aja gitu kyk di atm tintanya abis",2,Negative
Potongan ADM ATM dan ADM REK dengan kartu Warna Biru kena potong 22 ribu/bulan. Mengerikan untuk Bank Umum Daerah,1,Negative
Payaaahhh.. ternyata ga cm saya aja. Temen2 sy yg lain krn gaji mll bjb. mobile banking tiba2 minta pembaharuan PIN. Minta kode OTP yg ga pernah nyampe2 ke nomer kita.. knp jadi gini wahai bjb ???,1,Negative
"Saya kecewa setiap tiga bulan minta ganti pin, setelah mau memasukkan pin malah ke blokir, tlp cs tapi ga bisa unblock harus ke cabang dulu. Mana banknya jarang banget lagi , dah gitu dibanknya ga mau proses gara gara ga bawa buku rekeningnya. Dibank lain bawa KTP dan ATM sudah cukup ! Ribet dan kecewa .... !!!",1,Negative
"Nice app, user friendly, love it",5,Positive
"Trf,bayar pajak,beli pulsa,top up e-wallet dll semua mudah 👍👍",5,Positive
Gampang dan mudah,5,Positive
Pembayaran pajak ID Billing sering error 0068. Pembayaran pajak restoran juga sering error 0068. Ujung2 nya tetap ke teller,1,Negative
transaksi apa aja mudahnga ribet,5,Positive
Good application,5,Positive
"Ribet, ga seperti aplikasi bank lain, mending buma rekening di bank lain karena aplikasi ini bikin ribet, tidak simple.",1,Negative
"Payah, aplikasinya ga ada guna, tidak seperti bank-bank lain yang mudah untuk registrasi. Auto uninstall ga kepake nich aplikasi. Lebih baik buka rekening di bank lain.",1,Negative
Tidak bisa download pdf mutasi rekening,2,Negative
Good,5,Positive
mantabs....,5,Positive
No good for the processing,2,Negative
Cant open apps still load,1,Negative
"Good app but msh dipaksa buat ganti m-pin. Ganti pin koq diwajibkan, terserah user lah. Mana pas coba ganti pin ada kode otp nya ke sms yg sms nya ga nyampe-nyampe, udh brp kali coba tetep ga nyampe tp pulsa ngurangin terus. Terimakasih bjb, kalian ..... ah sudahlah",1,Negative
Good,5,Positive
It takes a long time to open. Loading is too long. Sometimes can not be opened,2,Negative
Terlalu sering maintain jaringan,2,Negative
"PAYAH!! Apk sering error gak bisa diakses, mau sampe kapan!?",1,Negative
Can't open the app,2,Negative
"Just 3 days, and the application getting errors.",3,Neutral
"Fix it please, cant open the app",3,Neutral
Mudah Di gunakan,5,Positive
"Problems occured when i try to open the apps on Dec 30. After i try to re install, and fix the problem at the teller, it still doesn't work. Keep asking me to input 6 digit that not came. Please fix the problem. Before updated it seems better and no problem at all.",1,Negative
not helpfull application... didnt work properly.. useless,2,Negative
gabisa woi gimane nih ribet jadinya kan,1,Negative
Good app,5,Positive
So far so good,5,Positive
Good job,5,Positive
"Perlu ditambah layanannya. Pembayaran taggihan listrik, pdam, dan ecomerse.",3,Neutral
Usefull,5,Positive
"Couldn't be opened after updated :/ The previous application, 2.3 version, is better than the new one. This one is sooooooo annoying, waiting for a long time and still get failed to connect. Too bad T_T...",5,Positive
very good,5,Positive
"Kenapa sih sehabis di update jadi bolak balik minta aktivasi terus setiap kali masuk aplikasi? Padahal udah dapat email aktivasi berhasil, besoknya masuk ke aplikasi minta dialtivasi lagi. Jadi nyesel di update",2,Negative
Mantab,5,Positive
"Ribet banget sih setiap upgrade selalu ganti password, giliran mau update password eror, kalo diulang 3x ke blokir hadeeeuh berkali kali begini",1,Negative
Ok,5,Positive
lengkap pilihan transaksinya,5,Positive
Wadidaw,5,Positive
Good app.. easy to use.. very nice 👍,5,Positive
Apliaksi tdk update dibandingkan bank lain yg sdh terhubung dfn flip sehingga transfer antar bank sdh tidak kena charge,1,Negative
Easy to use and have some applications that we need,5,Positive
Kadang suka lemot,3,Neutral
Good,5,Positive
It's great experienced to get this apps..It's usefull,5,Positive
nice,5,Positive
Good,5,Positive
Good,5,Positive
"Ini keren, dibanding bank lain lebih mudah dan bisa pake lebih dari 1 rekening!!! Keren !!! Mantap bank bjb",5,Positive
Mantap bagus banget. Lebih simple,5,Positive
very helpful and completely safe,5,Positive
"Bjb mobile nya kereen bgt, user friendly gitu dong bumd jgn kalah sama bank bank lain",5,Positive
mudah sekali menggunakannya sukaaa,5,Positive
Lebih mempermudah,5,Positive
"Dari semua MBanking. Ini doang yg suka minta ganti pin, tapi otp sms dibebankan ke nasabah. Lah sekarang kan jamannya paket data. Pake otp wa, atau jangan sering2 ganti pin napa.",1,Negative
Good,5,Positive
Terbaaks,5,Positive
Aplikasi enak digunakan dan mudah tidak sulit,5,Positive
Semakin mudah digunakan :),5,Positive
Fungsionalitas oke ...,5,Positive
Good applications..friendly and easy to Quse,5,Positive
"Very nice app, easy to use and simple",5,Positive
Simple apps,4,Positive
Good,4,Positive
👍,5,Positive
Mantap,5,Positive
Baik,5,Positive
"During my experience in using bjb digi app.I feel sayisfy with the system of this app. Hopefully,it can be better next time.",5,Positive
user friendly,5,Positive
"Tampilannya modern, flow nya enak, smooth, aman, memudahkan transaksi dimana pun berada. thanks bjb",5,Positive
"Very helpfull and user friendly, glad to have this application",5,Positive
Helpful!,5,Positive
Great,5,Positive
Like it.,5,Positive
sering eror.,4,Positive
OK mantap,5,Positive
Not good akses utk buka mobile banking ny g bisa,1,Negative
"Setiap saya masuk selalu diminta ganti PIN untuk keamanan, lalu diminta input OTP, tp saya tidak menerima OTP tersebut, bisa dibantu?",2,Negative
"Apk tolol, ribet bgst!!!",1,Negative
"Input kode diawal cukup mengganggu, karena harus diperbaharui setiap periode tertentu padahal sudah bisa diganti dengan biometrik, kenapa harus wajib memperbaharui kode, sering lupa dengan kode yang lama karena dengan sidik jari jadi tidak perlu mengingat kode lama, seharusnya perubahan itu opsional saja..",3,Neutral
gak bisa di screen capture,1,Negative
crash terus kalo mau buka..,2,Negative
Semakin membaik,5,Positive
"error mulu lah, mau cek bubga deposito aja susah",1,Negative
Eror ga bisa dibuka! Bikin repot lg corona gini! Nyesel bgt download. Ga guna jg.,1,Negative
Tidak dapat menghapus daftar transfer yang telah di tambahkan,1,Negative
Cannot open after update,1,Negative
Can't be opened,1,Negative
"Komentarnya pada sinis sama ini aplikasi, BJB kemana ini ? Tolong dibaca komentar kami terkait aplikasi, mau registrasi selalu error, aplikasi Ibank yang paling ribet !! Update Nambah lagi, sudah berbulan2 ditinggalkan coba install lagi dan aktivasi ternyata masih sama gagal terus, ribet banget ini aplikasi, suruh hubungi ke bank katanya, tanpa menampilkan pesan errornya apa !!",1,Negative
👍👍👍,5,Positive
👍,5,Positive
Sangat membantu,5,Positive
"Bjb Digi Mobile Apps bjb ini keren, lengkap dan mudah di gunakan nya.. Sukses Bank bjb",5,Positive
"SERING terjadi kesalahan dalam menampilkan MUTASI (seperti rekening koran). Dimana, banyak mutasi yang TIDAK muncul, padahal ada mutasi pada tanggal tersebut. Apalagi kalau menampilkam mutasi dalam satu bulan (tgl 1 sampai 31), banyak tanggal yang hilang (tidak muncul), padahal tgl tsb ada mutasi. Sehingga saldo tidak terlacak dari mana saja masuknya. Ujung ujungnya mesti datang ke BJB juga, antri, minta print out ke petugas CS.... Salah satu Fungsi aplikasi ini kan supaya tdk datang ke BJB.",1,Negative
Beli pulsa sampai hari ini belum masuk,1,Negative
Buat bayar PLN blm ada ?,5,Positive
"easy makenya, cepet kyk BCA dan looks oke bgt!",5,Positive
"aplikasi nya membantu sekali tapi beberapa trx sering eror, seperti trf antar bank beberapa kali gak bisa, isi pulsa ovo terpotong & bertambah saldo ovonya tapi notif gagal, yg barusan isi pulsa notif berhasil sms juga masuk saldo d rek terpotong tp pulsa nya gak masuk. mohon u/ update aplikasinya. terima kasih bjb 🙏🙏",2,Negative
"Hanya sekedar usulan untuk menambahkan menu pembayaran cicilan KPR atau lainnya untuk mempermudah tanpa harus setor pembayaran tunai dan menunggu tanggal jatuh tempo, terimakasih",4,Positive
Cannot be openned after download... Please help and adv....?,1,Negative
Sekarang sudah bagus enggak kayak yg dulu,5,Positive
"Untuk aplikasi BANK yang harus mengutamakan kepercayaan nasabah, aplikasi ini benar-benar llambat parah saat membuka fungsi apapun, aplikasi benar-benar tidak bisa digunakan, saat transfer slalu gagal, saya sebagai nasabah sangat kecewa",1,Negative
Bagus,5,Positive
"Aneh banget deh, setelah di update malah loadingnya lama banget, padahal isinya gak sebanyak app m-banking lain 😩",1,Negative
Sering terjadi gangguan dan menghambat transaksi,2,Negative
"Kenapa ribet banget sekarang, nutup mulu aplikasi nya, trus harus nunggu 15 menit buat buka lagi. Harus otentifikasi lewat sms yg sumpah ngeribetin banget",3,Neutral
Mantaaap,5,Positive
Good,5,Positive
Good,5,Positive
Ok,4,Positive
Good,5,Positive
User friendly,5,Positive
Kurang canggih. Masih pake otp sms tiap transaksi boros pulsa 😒. Orang mah udah pake token 😁🤭,2,Negative
Transaksi ga perlu antre di ATM,5,Positive
Menu pembayaran PLN nya konga ada,2,Negative
Simple and easy,5,Positive
Awesome,5,Positive
Update berikutnya harus ada deposito aro ya...,3,Neutral
Suka susah masuk aplikasinya,4,Positive
Good,5,Positive
Versi terbarunya sangat lambat untuk aktivasi,2,Negative
Excellent,5,Positive
easy to use... good,5,Positive
User friendly.. great apps,5,Positive
"bjb Mobilenya bikin transaksi makin nyaman, ga ada masalah lagi nunggu Soft Token",5,Positive
Very usefull application,5,Positive
Oke,5,Positive
very good!!,5,Positive
"Ga bisa lewat kode verifikasi, padahal udah masukin kodenya",1,Negative
"belum betul betul lengkap kerjasama pembayarannya.. PDAM,LISTRIK, dan pembayaran online lainnya.",3,Neutral
Simple n easy,5,Positive
"Tolong ditambahkan menu favorite, agar daftar transfer selalu ada, biar tidak cape menulis/mengetik norek melulu",5,Positive
"Konyol terdeteksi root segala, mbanking bank lain lancar lok ini doang yg ga bisazzzzzz",1,Negative
Ntaps,5,Positive
"User friendly, fungsi dan menu transaksi jg banyak. Nice apps",5,Positive
Cool aps and easy to use,5,Positive
"Sangat membanti, mudah digunakan dan user friendly, terus berinovasi bank bjb 👍",5,Positive
"Meminta akses lokasi, meminta akses file dan gallery, meminta akses kontak. Secara garis besar, apps ini meminta akses seluruh data di smartphone sy. Seriously?? Dr bbrp apps mobile banking yg sy pake, baru kali ini nemu apps yg minta sebegitu banyak akses 🤦‍♂️ Klo sy sih gak mau pk aplikasi yg minta banyak akses, apalagi minta akses kontak.",1,Negative
"Improvement!! Tapi meski sudah simpan daftar rekening, tidak bisa langsung auto input. Pas nulis jumlah transfer, no rek tujuan, dll form ketutup sama keypad jadi gak keliatan apa yg diketik",3,Neutral
"Semakin baik dengan inovasinya, terimakasih bank bjb",5,Positive
Keren Banget,5,Positive
Goood,5,Positive
Kenapa tiap mau transaksi e-commerce saat menunggu softtoken selalu eror???,1,Negative
Bad app!! Diminta ganti password tiap kali mau cek mutasi tapi selalu gagal ganti password. Buang2 waktu.,1,Negative
Mantap,5,Positive
Keren transaksi jd mudah nih bjb 😘,5,Positive
Miaaa,5,Positive
